model,reward_model,split_seed,price_per_million,profit,fixed_profit,profit_gain,profit_improvement_percent,quality,output_tokens,samples,fixed_n,fixed_quality,fixed_output_tokens,matched_fixed_tokens,matched_cost_saving_percent
granite42_8b,rm_mistral_7b,71,5.0,0.3173390157519459,0.30982444793409736,0.007514567817848539,2.4254276471580964,0.3814280407519459,12817.805,26.79,13,0.3846590104340974,14966.9125,14511.984494913086,11.674347471270718
granite42_8b,rm_mistral_7b,71,10.0,0.2629912793222874,0.2489149989001509,0.014076280422136489,5.655055133010691,0.33601995432228743,7302.8675,14.6725,8,0.3410856239001509,9217.0625,8625.351517316783,15.332523140206899
granite42_8b,rm_mistral_7b,71,20.0,0.20108507301215472,0.18248457977243998,0.018600493239714744,10.192912334242015,0.30875017301215474,5383.255,8.7125,3,0.25203877977244,3477.71,6395.351734396132,15.82550540500799
granite42_8b,rm_mistral_7b,72,0.1,0.5686329257114525,0.5669379571014225,0.0016949686100300454,0.29896897690461455,0.6012725917114525,326396.66,412.0175,376,0.6106482803514225,437103.2325,360028.0153643145,9.341316211262818
granite42_8b,rm_mistral_7b,72,0.2,0.5346818307960419,0.5298414457264489,0.004840385069593056,0.9135534995675088,0.572867685796042,190929.275,279.6175,226,0.5824076372264488,262830.9575,227220.4011458367,15.971772764604875
granite42_8b,rm_mistral_7b,72,0.5,0.47973121480484004,0.46869041533944916,0.011040799465390883,2.355669991116541,0.52541721730484,91372.005,152.865,137,0.5483297565894492,159278.6825,109892.42880482489,16.853230023442467
granite42_8b,rm_mistral_7b,72,1.0,0.43602394655379595,0.4281090267570919,0.007914919796704056,1.8488093691131078,0.48759079905379593,51566.8525,93.17,60,0.4977361017570919,69627.075,59691.184317577805,13.61060583813104
granite42_8b,rm_mistral_7b,72,2.0,0.38856920184044813,0.3777506687435071,0.01081853309694103,2.863934862888838,0.4460673768404481,28749.0875,51.33,32,0.4521403987435071,37194.865,33928.35947712048,15.265318031698849
granite42_8b,rm_mistral_7b,72,5.0,0.3034096495685794,0.3076750319041118,-0.004265382335532364,-1.386327096201192,0.3694174870685794,13201.5675,23.3875,13,0.3829447194041118,15053.9375,13451.291845271067,1.8565082680802925
granite42_8b,rm_mistral_7b,72,10.0,0.24760054380441449,0.24052573962157825,0.007074804182836236,2.9413917171472383,0.3227248688044145,7512.4325,12.7975,8,0.33324323962157826,9271.75,8130.878018862726,7.606134508819363
granite42_8b,rm_mistral_7b,72,20.0,0.1871961376274079,0.18120766634372248,0.005988471283685404,3.3047560318591676,0.2946596876274079,5373.1775,7.675,4,0.2740751163437225,4643.3725,6118.067377984353,12.175248031180775
granite42_8b,rm_mistral_7b,73,0.1,0.5669136205557231,0.5659359168414879,0.000977703714235223,0.17275873206490028,0.5996361973057232,327225.7675,452.935,373,0.6081455385914879,422096.2175,359695.4141562452,9.02698376970159
granite42_8b,rm_mistral_7b,73,0.2,0.5345238953500197,0.5276559359722216,0.00686795937779805,1.30159805084797,0.5733606478500196,194183.7625,327.9225,204,0.5738349419722216,230895.03,225849.1904073999,14.020607224794546
granite42_8b,rm_mistral_7b,73,0.5,0.48107768828209635,0.4699364910711893,0.011141197210907061,2.3707878452919107,0.5279813757820964,93807.375,186.525,114,0.5343922448211893,128911.5075,113578.7829000392,17.40765959557784
granite42_8b,rm_mistral_7b,73,1.0,0.43754770056566117,0.4270877825266861,0.010459918038975058,2.449126026760431,0.49018990556566117,52642.205,110.695,60,0.4950397175266861,67951.935,63050.54620489617,16.50793186005407
granite42_8b,rm_mistral_7b,73,2.0,0.38832538255196336,0.3782055672100545,0.010119815341908867,2.6757446794241253,0.44648918255196335,29081.9,60.6575,32,0.4507783022100545,36286.3675,34182.64958231599,14.922042745787634
granite42_8b,rm_mistral_7b,73,5.0,0.314794033424495,0.31052887676140106,0.004265156663093961,1.3735136994589878,0.38033507092449503,13108.2075,27.5275,13,0.3839604892614011,14686.3225,14227.840234756692,7.869309159246674
granite42_8b,rm_mistral_7b,73,10.0,0.2581519489862307,0.24631630625396622,0.01183564273226445,4.805058549417035,0.3326802739862307,7452.8325,15.185,7,0.3257365062539662,7942.02,8577.300862341028,13.109816017741071
granite42_8b,rm_mistral_7b,73,20.0,0.19686619964814966,0.17888546535407585,0.01798073429407382,10.05153451594503,0.3039253996481497,5352.96,8.9375,3,0.24676716535407583,3394.085,6280.254184755586,14.76523334049853
granite42_8b,rm_mistral_7b,74,0.1,0.5597235066889177,0.5581656507885143,0.0015578559004033599,0.27910278932474514,0.5934794881889177,337559.815,412.57,376,0.6037240195385143,455583.6875,359945.0481414442,6.219069621051632
granite42_8b,rm_mistral_7b,74,0.2,0.5269481245148089,0.524516516387766,0.0024316081270429057,0.4635903829661791,0.5668083285148089,199301.02,288.1525,226,0.579266970887766,273752.2725,215821.92840194653,7.654879429664819
granite42_8b,rm_mistral_7b,74,0.5,0.4741655992628503,0.46586520661088093,0.008300392651969357,1.7817155121658081,0.5215738217628503,94816.445,147.9325,137,0.5488209991108809,165911.585,107688.39741674384,11.952961252576365
granite42_8b,rm_mistral_7b,74,1.0,0.4271084297725728,0.4224698746924403,0.0046385550801325,1.0979611465810164,0.47971679727257277,52608.3675,81.1725,59,0.4939565971924403,71486.7225,57663.26444597447,8.766234438063202
granite42_8b,rm_mistral_7b,74,2.0,0.3825171685712416,0.37320693488221796,0.009310233689023617,2.494657204577904,0.4405794885712416,29031.16,44.585,33,0.45330502488221797,40049.045,33481.916251818926,13.293015305171297
granite42_8b,rm_mistral_7b,74,5.0,0.3136862728434795,0.31062936694121746,0.0030569059022620415,0.9841007411384002,0.3792612353434795,13114.9925,20.065,13,0.3894497919412175,15764.085,14264.770907025733,8.060265492658147
granite42_8b,rm_mistral_7b,74,10.0,0.2562080017362057,0.25148920220301346,0.004718799533192264,1.8763427979635625,0.3310197767362057,7481.1775,11.025,7,0.33683020220301346,8534.1,8122.168308410641,7.891868083389564
granite42_8b,rm_mistral_7b,74,20.0,0.1929241320217381,0.1803642893125429,0.012559842709195218,6.963597260337377,0.3036373820217381,5535.6625,6.71,3,0.2535402393125429,3658.7975,6180.8859980301595,10.43901308381664
granite42_8b,rm_mistral_7b,75,0.1,0.5719170931094161,0.5742484318714427,-0.0023313387620266246,-0.40598086692704155,0.6056548081094161,337377.15,394.7875,376,0.6196480241214427,453995.9225,358078.4190081368,5.78121101670368
granite42_8b,rm_mistral_7b,75,0.2,0.5335199681857541,0.5325931245708598,0.0009268436148942572,0.17402470518955104,0.572511366185754,194956.99,252.6075,204,0.5818626755708598,246347.755,214381.09255452847,9.060548354835863
granite42_8b,rm_mistral_7b,75,0.5,0.4847531356434542,0.47338157233363803,0.011371563309816146,2.402198136644301,0.5309732818934542,92440.2925,130.705,114,0.542072754833638,137382.365,111885.07483282353,17.379245946680154
granite42_8b,rm_mistral_7b,75,1.0,0.44037043321571934,0.42890283665477147,0.011467596560947868,2.6737049935107473,0.49272545821571934,52355.025,80.84,58,0.4988295341547715,69926.6975,63822.62504257892,17.967922872066712
granite42_8b,rm_mistral_7b,75,2.0,0.3863793227176997,0.37639595064580145,0.009983372071898255,2.6523590529518932,0.44473795271769967,29179.315,44.8225,35,0.4609376456458015,42270.8475,34397.1083701213,15.169279097465305
granite42_8b,rm_mistral_7b,75,5.0,0.3035319417628378,0.30387937379828484,-0.00034743203544701506,-0.11433222041507841,0.3700966292628378,13312.9375,20.57,13,0.38213238629828483,15650.6025,14000.059191410997,4.907991330726269
granite42_8b,rm_mistral_7b,75,10.0,0.2508534028836938,0.23791204907460883,0.012941353809084954,5.4395537592240935,0.3266592528836938,7580.585,11.3525,7,0.32257822407460884,8466.6175,8878.47326779732,14.618372198121365
granite42_8b,rm_mistral_7b,75,20.0,0.18619540068757084,0.1770688499163761,0.009126550771194758,5.154238464588737,0.2974500006875708,5562.73,7.09,4,0.2741093499163761,4852.025,6554.783659085859,15.134803994800539
granite42_8b,skywork_llama31_8b,71,0.1,0.7126368593668754,0.8838896812336846,-0.17125282186680924,-19.374909052879083,0.7261197806168753,134829.2125,196.6475,532,0.9452845787336847,613948.975,165136.75961507738,18.352998560539902
granite42_8b,skywork_llama31_8b,71,0.2,0.6127064973795273,0.8238754943801545,-0.2111689970006272,-25.631178308016175,0.6311236978795273,92086.0025,135.9375,407,0.9177720063801545,469482.56,116995.10488860827,21.290721874495834
granite42_8b,skywork_llama31_8b,71,0.5,0.4758498699799535,0.7071103736847736,-0.2312605037048201,-32.70500791831332,0.5032481312299535,54796.5225,82.38,265,0.8599077861847736,305594.825,72616.8284838553,24.54018766162066
granite42_8b,skywork_llama31_8b,71,1.0,0.36914968716671415,0.5700535366453678,-0.2009038494786537,-35.242979222780725,0.4055152821667141,36365.595,55.56,196,0.7961558041453678,226102.2675,51662.86632389397,29.60979986667719
granite42_8b,skywork_llama31_8b,71,2.0,0.2679876318988045,0.39498305520283733,-0.12699542330403285,-32.15211934568088,0.3152752118988045,23643.79,37.0575,120,0.6715960652028373,138306.505,35249.825845886255,32.92508705327606
granite42_8b,skywork_llama31_8b,71,5.0,0.1411665657134792,0.1437761253489577,-0.0026095596354785144,-1.8150159695463182,0.2058621157134792,12939.11,21.0875,40,0.3744189503489577,46128.565,17490.432708464446,26.02178450543334
granite42_8b,skywork_llama31_8b,71,10.0,0.08568609459307812,0.009807167715014796,0.07587892687806333,773.7088737851656,0.16400821959307813,7832.2125,13.275,3,0.0445842677150148,3477.71,12681.537994360906,38.23925376020837
granite42_8b,skywork_llama31_8b,71,20.0,0.006113137612374989,-0.008342360420843182,0.01445549803321817,,0.119247687612375,5656.7275,8.715,1,0.014810489579156818,1157.6425,8695.806760863146,34.948790197834235
granite42_8b,skywork_llama31_8b,72,0.1,0.7009349611431609,0.8862138697062311,-0.18527890856307017,-20.90679404786204,0.7144518006431609,135168.395,171.75,523,0.947008051706231,607941.82,155449.60654171254,13.046807896725287
granite42_8b,skywork_llama31_8b,72,0.2,0.5958024181134649,0.8302897060955194,-0.23448728798205454,-28.24162292517671,0.6142626671134649,92301.245,118.285,461,0.9374639820955195,535871.38,110815.62408147485,16.707372480131987
granite42_8b,skywork_llama31_8b,72,0.5,0.4742214426984198,0.7201155818952403,-0.24589413919682046,-34.146482228542055,0.5017593964484198,55075.9075,71.7225,258,0.8701285043952403,300025.845,73217.60690890637,24.777782523645364
granite42_8b,skywork_llama31_8b,72,1.0,0.36631627294219127,0.5821390410900362,-0.21582276814784496,-37.07409277064186,0.40299366044219126,36677.3875,48.525,173,0.7833236885900362,201184.6475,49040.79134949591,25.210449320416593
granite42_8b,skywork_llama31_8b,72,2.0,0.2748158981620622,0.4000548198242212,-0.125238921662159,-31.305440018742264,0.3227102831620622,23947.1925,32.425,106,0.6462621848242212,123103.6825,32918.67003034494,27.25346291959818
granite42_8b,skywork_llama31_8b,72,5.0,0.1496634921483682,0.143518539667169,0.006144952481199201,4.2816436785448335,0.2157430796483682,13215.9175,18.485,51,0.439343152167169,59164.9225,17039.171451282044,22.43802735487105
granite42_8b,skywork_llama31_8b,72,10.0,0.0835096339306425,0.020254691941644906,0.06325494198899759,312.2977242568745,0.1639412839306425,8043.165,11.6825,2,0.04324946694164491,2299.4775,11898.192734171214,32.40011168334584
granite42_8b,skywork_llama31_8b,72,20.0,0.008027156578410619,0.002638996547015906,0.005388160031394713,204.17457679084404,0.12126430657841063,5661.8575,7.675,1,0.02589044654701591,1162.5725,8125.284622342629,30.31804098983537
granite42_8b,skywork_llama31_8b,73,0.1,0.7057023743204351,0.8799070785672871,-0.17420470424685197,-19.798079648421698,0.7190472455704352,133448.7125,193.92,485,0.9347882848172872,548812.0625,165339.03871644777,19.287838168176886
granite42_8b,skywork_llama31_8b,73,0.2,0.611535930276473,0.8199741861827763,-0.20843825590630327,-25.420099732242225,0.629723201776473,90936.3575,133.7,363,0.9021274691827763,410766.415,115740.91606128337,21.431106133763155
granite42_8b,skywork_llama31_8b,73,0.5,0.47775730820814105,0.7106959697127803,-0.2329386615046392,-32.77613373814104,0.504814189458141,54113.7625,80.815,260,0.8578247484627802,294257.5575,72594.9360768739,25.457937668411734
granite42_8b,skywork_llama31_8b,73,1.0,0.3530796688609751,0.561361510535522,-0.20828184167454689,-37.10297869831729,0.38894885386097505,35869.185,54.37,177,0.761728138035522,200366.6275,49185.154932824815,27.073148292429405
granite42_8b,skywork_llama31_8b,73,2.0,0.25301151580393744,0.4007970030654995,-0.14778548726156204,-36.872902275022874,0.29980717580393745,23397.83,36.315,113,0.6563916730654995,127797.335,33539.93526748572,30.23889338664788
granite42_8b,skywork_llama31_8b,73,5.0,0.14145516427805166,0.13933200057625944,0.002123163701792219,1.523816275522553,0.20587765177805165,12884.4975,20.79,40,0.36606230057625944,45346.06,18463.818198598026,30.217589008873958
granite42_8b,skywork_llama31_8b,73,10.0,0.08330907729920656,0.029819900740668655,0.0534891765585379,179.37409323964943,0.16160475229920657,7829.5675,13.1625,5,0.08644317574066866,5662.3275,13217.92200558067,40.76551899236265
granite42_8b,skywork_llama31_8b,73,20.0,0.00624798221813401,-0.0020943544016456504,0.00834233661977966,,0.11768828221813403,5572.015,8.6675,1,0.02028689559835435,1119.0625,8749.565316653861,36.31666490454942
granite42_8b,skywork_llama31_8b,74,0.1,0.6927251354582873,0.8749805961594999,-0.18225546070121257,-20.829657423396085,0.7069358434582873,142107.08,176.3575,499,0.9354349511594998,604543.55,166929.47867319125,14.869991130678418
granite42_8b,skywork_llama31_8b,74,0.2,0.5857201447269748,0.8122855349037881,-0.22656539017681332,-27.892333476509474,0.6051281032269747,97039.7925,121.45,397,0.9084749234037881,480946.9425,115108.7073922715,15.697261572658983
granite42_8b,skywork_llama31_8b,74,0.5,0.44622938806753537,0.6968985201165416,-0.25066913204900626,-35.969244418410746,0.4750608330675354,57662.89,73.1475,257,0.8525381426165416,311279.245,75173.69706778422,23.2937952379736
granite42_8b,skywork_llama31_8b,74,1.0,0.3219434705410311,0.5495035156349658,-0.22756004509393468,-41.411936160405276,0.36009945304103114,38155.9825,48.9125,197,0.7880965056349658,238592.99,48802.516442001885,21.81554296417172
granite42_8b,skywork_llama31_8b,74,2.0,0.22232811259048377,0.3757653237376945,-0.15343721114721073,-40.83325454860721,0.27190435759048376,24788.1225,32.3375,113,0.6493769787376945,136805.8275,32220.06012681369,23.06618174380374
granite42_8b,skywork_llama31_8b,74,5.0,0.11280115938867956,0.11186949938994228,0.0009316599987372748,0.8328096610943058,0.18031497188867956,13502.7625,18.105,40,0.3544257118899423,48511.2425,17523.25276248197,22.94374404671038
granite42_8b,skywork_llama31_8b,74,10.0,0.05611892474033382,0.01982267394448342,0.0362962507958504,183.1047158294783,0.13786527474033383,8174.635,11.23,5,0.08093102394448343,6110.835,12235.549262983555,33.189472541858976
granite42_8b,skywork_llama31_8b,74,20.0,-0.01160989003119453,-0.0034466333270157246,-0.008163256704178806,,0.10482860996880548,5821.925,7.365,1,0.020974266672984278,1221.045,8681.622951506855,32.939670007328544
granite42_8b,skywork_llama31_8b,75,0.1,0.7064058797525207,0.8785028418167588,-0.17209696206423808,-19.589801406713566,0.7205390695025207,141331.8975,165.0625,539,0.9435742520667587,650714.1025,166372.38846930486,15.050869437944481
granite42_8b,skywork_llama31_8b,75,0.2,0.6014864794663638,0.8205177576602216,-0.21903127819385781,-26.694276406453984,0.6207735099663638,96435.1525,113.48,437,0.9260393571602217,527607.9975,112641.03166216527,14.387189928062982
granite42_8b,skywork_llama31_8b,75,0.5,0.46864193447339764,0.6942985122128632,-0.22565657773946557,-32.50137711231075,0.49731750197339764,57351.135,68.335,254,0.8476103272128632,306623.63,69653.82221731094,17.662616100130357
granite42_8b,skywork_llama31_8b,75,1.0,0.34249361107050147,0.5492451292838139,-0.2067515182133124,-37.642849647643715,0.38048890357050147,37995.2925,45.9475,220,0.8148974467838138,265652.3175,45643.66432474472,16.7566998353336
granite42_8b,skywork_llama31_8b,75,2.0,0.24076939903815242,0.39705503384070656,-0.15628563480255414,-39.36120222197056,0.2901632540381524,24696.9275,30.45,113,0.6694455938407066,136195.28,31760.69901733081,22.24060469662942
granite42_8b,skywork_llama31_8b,75,5.0,0.11629893235593851,0.1316144994418127,-0.015315567085874185,-11.636686801855944,0.18416010735593852,13572.235,17.22,30,0.3127467994418127,36226.46,17513.75733922507,22.505292627284224
granite42_8b,skywork_llama31_8b,75,10.0,0.06641426644995124,0.018809824722029675,0.04760444172792157,253.08285659976534,0.14873816644995125,8232.39,10.7875,3,0.05506487472202968,3625.505,13352.931958619862,38.34769752806494
granite42_8b,skywork_llama31_8b,75,20.0,-0.00507808668130566,-0.005830446071781903,0.0007523593904762427,,0.11193261331869435,5850.535,7.12,1,0.018375353928218097,1210.29,9061.627465033856,35.43615622496637
ministral3_8b,armorm_llama3_8b,71,0.1,0.4973868714649707,0.4977862442620884,-0.0003993727971177141,-0.08022977768494567,0.4990355924649707,16487.21,31.435,9,0.4986976357620884,9113.915,13512.625009401987,-22.013376294600917
ministral3_8b,armorm_llama3_8b,71,0.2,0.49671552513770667,0.4970594927644947,-0.00034396762678801096,-0.0692004944669635,0.4985068111377067,8956.43,16.65,6,0.4982725062644947,6065.0675,7595.8000910213395,-17.9129241511635
ministral3_8b,armorm_llama3_8b,71,0.5,0.4955112787246528,0.49594454496094603,-0.00043326623629325045,-0.0873618312159011,0.4980619149746528,5101.2725,7.9375,3,0.49746509621094603,3041.1025,4916.806278814989,-3.751748812635136
ministral3_8b,armorm_llama3_8b,71,1.0,0.493647877993884,0.4948980290606971,-0.0012501510668130877,-0.25260780876129985,0.497951442993884,4303.565,5.51,2,0.4969145965606971,2016.5675,4492.682785329312,4.209462238172456
ministral3_8b,armorm_llama3_8b,71,2.0,0.4896506212715654,0.49365119724986517,-0.004000575978299781,-0.8104054037723442,0.4978758762715654,4112.6275,4.55,1,0.49565623224986516,1002.5175,4202.567391018511,2.1401177577955344
ministral3_8b,armorm_llama3_8b,71,5.0,0.47752802127388266,0.49064364474986516,-0.013115623475982496,-2.673146512000368,0.49784673377388267,4063.7425,4.1375,1,0.49565623224986516,1002.5175,4090.6836550696025,0.6585978614164989
ministral3_8b,armorm_llama3_8b,71,10.0,0.4572925691101839,0.48563105724986516,-0.02833848813968126,-5.835394527722852,0.4978384941101839,4054.5925,4.035,1,0.49565623224986516,1002.5175,4059.049978106854,0.1098157975608971
ministral3_8b,armorm_llama3_8b,71,20.0,0.41680038681508463,0.47560588224986516,-0.05880549543478053,-12.364333081121643,0.49783658681508464,4051.81,4.0025,1,0.49565623224986516,1002.5175,4051.7275,-0.002036168523189552
ministral3_8b,armorm_llama3_8b,72,0.1,0.49736364986456,0.49764900310418786,-0.0002853532396278613,-0.0573402614790569,0.49915478661456,17911.3675,39.485,11,0.49874265035418786,10936.4725,19473.03688138966,8.019649892832813
ministral3_8b,armorm_llama3_8b,72,0.2,0.49668830739742525,0.49697905282612614,-0.00029074542870088926,-0.05850255197830439,0.49863439539742527,9730.44,20.92,5,0.49797546832612616,4982.0775,9117.446653454555,-6.723300610847938
ministral3_8b,armorm_llama3_8b,72,0.5,0.49552425822557,0.49584223507518693,-0.00031797684961692996,-0.06412863348938269,0.49823271572557,5416.915,9.6675,3,0.49734449632518696,3004.5225,6301.794200156735,14.041702601692819
ministral3_8b,armorm_llama3_8b,72,1.0,0.4935717039948829,0.49465007944397815,-0.0010783754490952258,-0.21800773797659073,0.4979879189948829,4416.215,6.3125,2,0.4966635019439781,2013.4225,4979.212772977051,11.306963543163405
ministral3_8b,armorm_llama3_8b,72,2.0,0.4896472102340897,0.49327048417267566,-0.003623273938585969,-0.7345409982644726,0.4978731402340897,4112.965,4.87,1,0.49526963417267567,999.575,4400.2688919764105,6.529234895174008
ministral3_8b,armorm_llama3_8b,72,5.0,0.4777513316961177,0.4902717591726757,-0.01252042747655796,-2.553772931503529,0.49780183169611775,4010.1,4.1975,1,0.49526963417267567,999.575,4040.588743518275,0.7545619080185695
ministral3_8b,armorm_llama3_8b,72,10.0,0.45783671703241896,0.48527388417267564,-0.02743716714025668,-5.653955021097668,0.49779359203241896,3995.6875,4.0575,1,0.49526963417267567,999.575,3999.0278933492546,0.08353013378100682
ministral3_8b,armorm_llama3_8b,72,20.0,0.4180018847373197,0.47527813417267567,-0.057276249435355975,-12.051101306197827,0.4977916847373197,3989.49,4.0025,1,0.49526963417267567,999.575,3989.4075,-0.0020679762596342854
ministral3_8b,armorm_llama3_8b,73,0.1,0.4972884344346952,0.49784105897083397,-0.0005526245361387461,-0.11100421031587143,0.49911707468469524,18286.4025,37.725,9,0.498727943470834,8868.845,14491.280863975859,-26.189000624910275
ministral3_8b,armorm_llama3_8b,73,0.2,0.49661034612085686,0.4969911401053679,-0.00038079398451101865,-0.07661987383322083,0.4985742971208569,9819.755,19.855,4,0.4977807886053679,3948.2425,7669.500966586341,-28.0364269172356
ministral3_8b,armorm_llama3_8b,73,0.5,0.49545924284846654,0.49593435911625267,-0.00047511626778612426,-0.09580224863483427,0.4981447740984665,5371.0625,9.135,3,0.49740741536625266,2946.1125,5254.356921707094,-2.221120111021868
ministral3_8b,armorm_llama3_8b,73,1.0,0.49363327064115115,0.4946343993940325,-0.0010011287528813306,-0.20239772124781355,0.49796937814115116,4336.1075,6.0025,2,0.4966000793940325,1965.68,4599.13606592482,5.719086414372676
ministral3_8b,armorm_llama3_8b,73,2.0,0.48972563709542116,0.4933435474136965,-0.0036179103182753525,-0.7333450163160905,0.4978518920954212,4063.1275,4.715,1,0.4953065774136965,981.515,4193.647442529127,3.1123251135868557
ministral3_8b,armorm_llama3_8b,73,5.0,0.47797349723741334,0.4903990024136965,-0.012425505176283158,-2.5337541706092432,0.49778277223741335,3961.855,4.14,1,0.4953065774136965,981.515,3955.088761804433,-0.17107677230687734
ministral3_8b,armorm_llama3_8b,73,10.0,0.4582814636053679,0.4854914274136965,-0.027209963808328574,-5.604622918530432,0.4977807886053679,3949.9325,4.0275,1,0.4953065774136965,981.515,3948.2425,-0.04280385513302232
ministral3_8b,armorm_llama3_8b,73,20.0,0.4188142886053679,0.4756762774136965,-0.0568619888083286,-11.953925707099248,0.4977807886053679,3948.325,4.0025,1,0.4953065774136965,981.515,3948.2425,-0.0020895373067819634
ministral3_8b,armorm_llama3_8b,74,0.1,0.49737677602673924,0.49779894380659667,-0.0004221677798574297,-0.08480688541224568,0.4991346847767392,17579.0875,27.7575,9,0.4987181203065967,9191.765,14632.182117520042,-20.139889995979775
ministral3_8b,armorm_llama3_8b,74,0.2,0.49668698003104,0.4970814390762084,-0.0003944590451683827,-0.07935501391913923,0.49857042803104,9417.24,14.575,6,0.49830400707620837,6112.84,7915.201350409506,-18.97663221811512
ministral3_8b,armorm_llama3_8b,74,0.5,0.4954784105663182,0.4960096760289836,-0.000531265462665409,-0.10710788283782699,0.4980914693163182,5226.1175,6.9975,3,0.4975332535289836,3047.155,4984.720726732575,-4.842734157057937
ministral3_8b,armorm_llama3_8b,74,1.0,0.49362330751400907,0.494900739712464,-0.001277432198454942,-0.258118870300563,0.49794865001400906,4325.3425,4.975,2,0.496934619712464,2033.88,4401.225039828207,1.7241231507482468
ministral3_8b,armorm_llama3_8b,74,2.0,0.48963340329332006,0.49335011099185927,-0.0037167076985392122,-0.753361074768369,0.4978977632933201,4132.18,4.2875,1,0.4953887709918593,1019.33,4193.324696088552,1.458143609665763
ministral3_8b,armorm_llama3_8b,74,5.0,0.4774551968017541,0.4902921209918593,-0.012836924190105237,-2.618219555341045,0.4978702218017541,4083.005,4.02,1,0.4953887709918593,1019.33,4080.8025,-0.05397222727638873
ministral3_8b,armorm_llama3_8b,74,10.0,0.4570605468017541,0.4851954709918593,-0.02813492419010516,-5.798678238399553,0.4978702218017541,4080.9675,4.0025,1,0.4953887709918593,1019.33,4080.8025,-0.004043322361235724
ministral3_8b,armorm_llama3_8b,74,20.0,0.4162541718017541,0.4750021709918593,-0.058747999190105205,-12.367943301697466,0.4978702218017541,4080.8025,4.0,1,0.4953887709918593,1019.33,4080.8025,0.0
ministral3_8b,armorm_llama3_8b,75,0.1,0.49726920019676984,0.4976448441134008,-0.0003756439166309744,-0.07548433809260456,0.49899798294676984,17287.8275,32.36,9,0.49858505561340083,9402.115,14096.848295744969,-22.636117927283106
ministral3_8b,armorm_llama3_8b,75,0.2,0.496549535792092,0.4969138393403552,-0.00036430354826322286,-0.07331322241836326,0.498444636292092,9475.5025,17.225,6,0.4981656193403552,6258.9,8297.66063421327,-14.194866694477737
ministral3_8b,armorm_llama3_8b,75,0.5,0.49532640308172343,0.49574092639843526,-0.0004145233167118234,-0.08361692461490744,0.4980264043317234,5400.0025,8.2975,3,0.49731217264843525,3142.4925,5443.560355190101,0.8001721731361378
ministral3_8b,armorm_llama3_8b,75,1.0,0.4933737309898819,0.49454301871751283,-0.0011692877276309188,-0.23643802123892196,0.4978685809898819,4494.85,5.7,2,0.49664276871751284,2099.75,4682.576669101079,4.0090463513353765
ministral3_8b,armorm_llama3_8b,75,2.0,0.4892663135145213,0.4930777131662859,-0.00381139965176458,-0.7729815300898056,0.49781517851452134,4274.4325,4.675,1,0.4951611731662859,1041.73,4443.163738617645,3.7975471655730786
ministral3_8b,armorm_llama3_8b,75,5.0,0.47674769867715466,0.4899525231662859,-0.01320482448913124,-2.6951232751687715,0.49776851117715465,4204.1625,4.17,1,0.4951611731662859,1041.73,4233.9456467336695,0.7034371533948702
ministral3_8b,armorm_llama3_8b,75,10.0,0.45582429651345574,0.48474387316628587,-0.028919576652830126,-5.965949907511176,0.49776027151345575,4193.5975,4.05,1,0.4951611731662859,1041.73,4197.005747992439,0.08120665534159244
ministral3_8b,armorm_llama3_8b,75,20.0,0.4139876142183566,0.4743265731662859,-0.06033895894792929,-12.720973768167127,0.4977583642183566,4188.5375,4.0025,1,0.4951611731662859,1041.73,4188.455,-0.0019697000445351165
ministral3_8b,fsfairx_llama3_rm,71,0.1,0.5786125774176203,0.5672350453932439,0.011377532024376413,2.005787921035234,0.6130436534176202,344310.76,493.295,387,0.6063539996432439,391189.5425,442368.63793512277,22.16655285348321
ministral3_8b,fsfairx_llama3_rm,71,0.2,0.5440599484880371,0.5338844419146691,0.010175506573367965,1.9059380222573181,0.5840629059880371,200014.7875,322.235,240,0.5824432104146691,242793.8425,245091.79616187784,18.391888005955714
ministral3_8b,fsfairx_llama3_rm,71,0.5,0.49311644439750313,0.4801012043529229,0.013015240044580212,2.7109367622024743,0.5394373593975031,92641.83,161.685,119,0.5402781718529229,120353.935,117459.87062702727,21.12895280281084
ministral3_8b,fsfairx_llama3_rm,71,1.0,0.4531894809201686,0.43314643702474853,0.020043043895420054,4.62731357854269,0.5044393434201686,51249.8625,97.92,55,0.48873493452474853,55588.4975,69003.16367377255,25.72824234219917
ministral3_8b,fsfairx_llama3_rm,71,2.0,0.4128981807369141,0.3858970655223114,0.02700111521460269,6.996973448879872,0.4688917657369141,27996.7925,54.915,35,0.4565614205223114,35332.1775,42146.453623853864,33.572601980076215
ministral3_8b,fsfairx_llama3_rm,71,5.0,0.3443994537828411,0.32266769234630555,0.021731761436535546,6.735028622949883,0.4081116412828411,12742.4375,25.755,16,0.4034713923463056,16160.74,17289.46910664057,26.299428736618268
ministral3_8b,fsfairx_llama3_rm,71,10.0,0.2905357116275077,0.2748784730863368,0.015657238541170904,5.696058467355176,0.3617865366275077,7125.0825,14.415,9,0.3660176230863368,9113.915,8711.719251429156,18.212670836113876
ministral3_8b,fsfairx_llama3_rm,71,20.0,0.2371681164166722,0.22522250668465874,0.011945609732013474,5.303914740962769,0.3374728164166722,5015.235,8.57,4,0.30625705668465875,4051.7275,6400.522116628631,21.643345517542066
